locus_tag	ftype	length_bp	gene	EC_number	COG	product
MMFJJJCJ_03981	CDS	1395	lpdA	1.6.5.2	COG1249	NAD(P)H dehydrogenase (quinone)
MMFJJJCJ_03982	CDS	318				putative proteinA
MMFJJJCJ_03983	CDS	1323				hypothetical protein
MMFJJJCJ_03984	CDS	1779	carB_3			Carbamoyl-phosphate synthase large chain
MMFJJJCJ_03985	CDS	243	rpmE2		COG0254	50S ribosomal protein L31 type B
MMFJJJCJ_03986	CDS	510				hypothetical protein
MMFJJJCJ_03987	CDS	753	azoB_7	1.7.-.-		NAD(P)H azoreductase
MMFJJJCJ_03988	CDS	273				hypothetical protein
MMFJJJCJ_03989	CDS	747				hypothetical protein
MMFJJJCJ_03990	CDS	4623				hypothetical protein
MMFJJJCJ_03991	CDS	966				hypothetical protein
MMFJJJCJ_03992	CDS	804				hypothetical protein
MMFJJJCJ_03993	CDS	738				hypothetical protein
MMFJJJCJ_03994	CDS	624				hypothetical protein
MMFJJJCJ_03995	CDS	483				hypothetical protein
MMFJJJCJ_03996	CDS	543				hypothetical protein
MMFJJJCJ_03997	CDS	906				hypothetical protein
MMFJJJCJ_03998	CDS	489				hypothetical protein
MMFJJJCJ_03999	CDS	789				hypothetical protein
MMFJJJCJ_04000	CDS	342				hypothetical protein
MMFJJJCJ_04001	CDS	975				hypothetical protein
MMFJJJCJ_04002	CDS	813	pdaA	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaA
MMFJJJCJ_04003	CDS	1020	nmoA	1.13.12.-	COG2070	Nitronate monooxygenase
MMFJJJCJ_04004	CDS	909		1.1.1.81	COG0111	Hydroxypyruvate reductase
MMFJJJCJ_04005	CDS	1116	xylB_1	1.1.1.90		Aryl-alcohol dehydrogenase
MMFJJJCJ_04006	CDS	1251		1.14.-.-		Cytochrome P450-terp
MMFJJJCJ_04007	CDS	768	caiD_2	4.2.1.149		Carnitinyl-CoA dehydratase
MMFJJJCJ_04008	CDS	885	menB_1	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
MMFJJJCJ_04009	CDS	1770	caiA_2	1.3.8.13		Crotonobetainyl-CoA reductase
MMFJJJCJ_04010	CDS	735				hypothetical protein
MMFJJJCJ_04011	CDS	1449	yhdG_3		COG0531	putative amino acid permease YhdG
MMFJJJCJ_04012	CDS	1137	adhD	1.1.1.1	COG1062	Putative alcohol dehydrogenase D
MMFJJJCJ_04013	CDS	417				hypothetical protein
MMFJJJCJ_04014	CDS	603	sodF1	1.15.1.1	COG0605	Superoxide dismutase [Fe-Zn] 1
MMFJJJCJ_04015	CDS	150				hypothetical protein
MMFJJJCJ_04016	CDS	1029	hdfR_4			HTH-type transcriptional regulator HdfR
MMFJJJCJ_04017	CDS	3561	dnaE1_1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
MMFJJJCJ_04018	CDS	516				hypothetical protein
MMFJJJCJ_04019	CDS	909	dhaA_3	3.8.1.5		Haloalkane dehalogenase
MMFJJJCJ_04020	CDS	492				hypothetical protein
MMFJJJCJ_04021	CDS	996	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
MMFJJJCJ_04022	CDS	2409				hypothetical protein
MMFJJJCJ_04023	CDS	558				hypothetical protein
MMFJJJCJ_04024	CDS	693	ycnI		COG4549	putative protein YcnI
MMFJJJCJ_04025	CDS	546				hypothetical protein
MMFJJJCJ_04026	CDS	1206	pbpE_2		COG1680	Penicillin-binding protein 4*
MMFJJJCJ_04027	CDS	174				hypothetical protein
MMFJJJCJ_04028	CDS	246				hypothetical protein
MMFJJJCJ_04029	CDS	651				hypothetical protein
MMFJJJCJ_04030	CDS	921	dhmA2_3	3.8.1.5		Haloalkane dehalogenase 2
MMFJJJCJ_04031	CDS	627				hypothetical protein
MMFJJJCJ_04032	CDS	186				hypothetical protein
MMFJJJCJ_04033	CDS	210				hypothetical protein
MMFJJJCJ_04034	CDS	837				hypothetical protein
MMFJJJCJ_04035	CDS	222				hypothetical protein
MMFJJJCJ_04036	CDS	423				hypothetical protein
MMFJJJCJ_04037	CDS	627	comR_5			HTH-type transcriptional repressor ComR
MMFJJJCJ_04038	CDS	999	mas	2.3.1.111		Mycocerosic acid synthase
MMFJJJCJ_04039	CDS	1389	ribZ_4			Riboflavin transporter RibZ
MMFJJJCJ_04040	CDS	609				hypothetical protein
MMFJJJCJ_04041	CDS	1686	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MMFJJJCJ_04042	CDS	1680	lcfB_5	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MMFJJJCJ_04043	CDS	462				hypothetical protein
MMFJJJCJ_04044	CDS	894	ramA		COG2771	HTH-type transcriptional activator RamA
MMFJJJCJ_04045	CDS	1410	ygbN		COG2610	Inner membrane permease YgbN
MMFJJJCJ_04046	CDS	1590	dan	3.5.1.81		D-aminoacylase
MMFJJJCJ_04047	CDS	1266		4.1.2.42		D-threonine aldolase
MMFJJJCJ_04048	CDS	1176	rutC_1	1.-.-.-		Putative aminoacrylate peracid reductase RutC
MMFJJJCJ_04049	CDS	765	fetB		COG0390	putative iron export permease protein FetB
MMFJJJCJ_04050	CDS	777				hypothetical protein
MMFJJJCJ_04051	CDS	318				hypothetical protein
MMFJJJCJ_04052	CDS	858	mca_3	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
MMFJJJCJ_04053	CDS	780				hypothetical protein
MMFJJJCJ_04054	CDS	171				hypothetical protein
MMFJJJCJ_04055	CDS	429	sti_3			subtilase-type protease inhibitor
MMFJJJCJ_04056	CDS	423				hypothetical protein
MMFJJJCJ_04057	CDS	1320				hypothetical protein
MMFJJJCJ_04058	CDS	645	nreC_5		COG2197	Oxygen regulatory protein NreC
MMFJJJCJ_04059	CDS	828				hypothetical protein
MMFJJJCJ_04060	CDS	783		4.2.1.150	COG1024	Crotonyl-CoA hydratase
MMFJJJCJ_04061	CDS	1053				hypothetical protein
MMFJJJCJ_04062	CDS	846	tauR		COG1167	HTH-type transcriptional regulator TauR
MMFJJJCJ_04063	CDS	708	hdl IVa	3.8.1.2		(S)-2-haloacid dehalogenase 4A
MMFJJJCJ_04064	CDS	588				hypothetical protein
MMFJJJCJ_04065	CDS	2499	cugP_2	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
MMFJJJCJ_04066	CDS	666	pgsA2_1	2.7.8.41	COG0558	Putative cardiolipin synthase
MMFJJJCJ_04067	CDS	1158				hypothetical protein
MMFJJJCJ_04068	CDS	228				hypothetical protein
MMFJJJCJ_04069	CDS	1608				hypothetical protein
MMFJJJCJ_04070	CDS	840	nadE_2	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
MMFJJJCJ_04071	CDS	408				hypothetical protein
MMFJJJCJ_04072	CDS	855				hypothetical protein
MMFJJJCJ_04073	CDS	273				hypothetical protein
MMFJJJCJ_04074	CDS	315				hypothetical protein
MMFJJJCJ_04075	CDS	1410				hypothetical protein
MMFJJJCJ_04076	CDS	837		2.1.1.255		Geranyl diphosphate 2-C-methyltransferase
MMFJJJCJ_04077	CDS	1182		4.2.3.118		2-methylisoborneol synthase
MMFJJJCJ_04078	CDS	579				hypothetical protein
MMFJJJCJ_04079	CDS	381				hypothetical protein
MMFJJJCJ_04080	CDS	945				hypothetical protein
MMFJJJCJ_04081	CDS	1218	hipO	3.5.1.32	COG1473	Hippurate hydrolase
MMFJJJCJ_04082	CDS	1602	rdmE	1.14.13.180		Aklavinone 12-hydroxylase RdmE
MMFJJJCJ_04083	CDS	681				hypothetical protein
MMFJJJCJ_04084	CDS	903				hypothetical protein
MMFJJJCJ_04085	CDS	1638	tap_6	3.4.14.-		Tripeptidyl aminopeptidase
MMFJJJCJ_04086	tRNA	79				tRNA-Leu(taa)
MMFJJJCJ_04087	CDS	999	strE_3	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
MMFJJJCJ_04088	CDS	1617	aknOx_2	1.1.3.45		Aclacinomycin-N/aclacinomycin-A oxidase
MMFJJJCJ_04089	CDS	840	kynB_4	3.5.1.9		Kynurenine formamidase
MMFJJJCJ_04090	CDS	1110	megDII	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
MMFJJJCJ_04091	CDS	882				hypothetical protein
MMFJJJCJ_04092	CDS	1353	wbpA_2	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
MMFJJJCJ_04093	CDS	987	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
MMFJJJCJ_04094	CDS	726	desVI_1	2.1.1.234		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose
MMFJJJCJ_04095	CDS	774	dauE_2	1.1.1.362		Aklaviketone reductase DauE
MMFJJJCJ_04096	CDS	1410	oleV	4.2.1.159		dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase
MMFJJJCJ_04097	CDS	837	azoB_8	1.7.-.-		NAD(P)H azoreductase
MMFJJJCJ_04098	CDS	753	desVI_2	2.1.1.234		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose
MMFJJJCJ_04099	CDS	1299	desVIII_1			Protein DesVIII
MMFJJJCJ_04100	CDS	888	rdmC	3.1.1.95		Aclacinomycin methylesterase RdmC
MMFJJJCJ_04101	CDS	1089	dnrK	2.1.1.292		Carminomycin 4-O-methyltransferase DnrK
MMFJJJCJ_04102	CDS	444	dnrD	5.5.1.23		Aklanonic acid methyl ester cyclase DnrD
MMFJJJCJ_04103	CDS	915	dnrC	2.1.1.288		Aklanonic acid methyltransferase DnrC
MMFJJJCJ_04104	CDS	1023	ppsE	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsE
MMFJJJCJ_04105	CDS	1233				hypothetical protein
MMFJJJCJ_04106	CDS	1011	fabH_4	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
MMFJJJCJ_04107	CDS	282				Actinorhodin polyketide synthase acyl carrier protein
MMFJJJCJ_04108	CDS	1218		2.3.1.-	COG0304	Actinorhodin polyketide putative beta-ketoacyl synthase 2
MMFJJJCJ_04109	CDS	1269		2.3.1.-	COG0304	Actinorhodin polyketide putative beta-ketoacyl synthase 1
MMFJJJCJ_04110	CDS	354	snoaB	1.13.12.22		Deoxynogalonate monooxygenase
MMFJJJCJ_04111	CDS	765	dauE_3	1.1.1.362		Aklaviketone reductase DauE
MMFJJJCJ_04112	CDS	438				hypothetical protein
MMFJJJCJ_04113	CDS	1473	spnO	4.2.1.159		dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase
MMFJJJCJ_04114	CDS	957	tal_2	1.1.1.344		dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(P)(+))
MMFJJJCJ_04115	CDS	606	rmlC_2	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
MMFJJJCJ_04116	CDS	1203	ydbM_1	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
MMFJJJCJ_04117	CDS	1320				hypothetical protein
MMFJJJCJ_04118	CDS	1338	eryCIII	2.4.1.278	COG1819	3-alpha-mycarosylerythronolide B desosaminyl transferase
MMFJJJCJ_04119	CDS	849	azoB_9	1.7.-.-		NAD(P)H azoreductase
MMFJJJCJ_04120	CDS	876	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
MMFJJJCJ_04121	CDS	1203	desVIII_2			Protein DesVIII
MMFJJJCJ_04122	CDS	1299	desVII_1	2.4.1.277		10-deoxymethynolide desosaminyltransferase
MMFJJJCJ_04123	CDS	1368	aknK	2.4.1.327		Aclacinomycin-T 2-deoxy-L-fucose transferase
MMFJJJCJ_04124	CDS	636	rmlC_3	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
MMFJJJCJ_04125	CDS	1113	arnB_2	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
MMFJJJCJ_04126	CDS	201				hypothetical protein
MMFJJJCJ_04127	CDS	1374	xylB_2	2.7.1.17	COG1070	Xylulose kinase
MMFJJJCJ_04128	CDS	651		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
MMFJJJCJ_04129	CDS	471	mmpR5_1			HTH-type transcriptional regulator MmpR5
MMFJJJCJ_04130	CDS	426				hypothetical protein
MMFJJJCJ_04131	CDS	414				hypothetical protein
MMFJJJCJ_04132	CDS	2133	menE_3	6.2.1.26		2-succinylbenzoate--CoA ligase
MMFJJJCJ_04133	CDS	1716			COG3653	putative protein
MMFJJJCJ_04134	CDS	2088	yfeW_3	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
MMFJJJCJ_04135	CDS	1284				hypothetical protein
MMFJJJCJ_04136	CDS	570	yceC		COG2310	Stress response protein SCP2
MMFJJJCJ_04137	CDS	2034				hypothetical protein
MMFJJJCJ_04138	CDS	846				hypothetical protein
MMFJJJCJ_04139	CDS	933	btuD_13	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MMFJJJCJ_04140	CDS	489				hypothetical protein
MMFJJJCJ_04141	CDS	234				hypothetical protein
MMFJJJCJ_04142	CDS	816				hypothetical protein
MMFJJJCJ_04143	CDS	246				hypothetical protein
MMFJJJCJ_04144	CDS	294				hypothetical protein
MMFJJJCJ_04145	CDS	564				hypothetical protein
MMFJJJCJ_04146	CDS	1308		1.14.-.-	COG2124	Putative cytochrome P450 139
MMFJJJCJ_04147	CDS	933				hypothetical protein
MMFJJJCJ_04148	CDS	738				hypothetical protein
MMFJJJCJ_04149	CDS	1245	oleD_1	2.4.1.-		Oleandomycin glycosyltransferase
MMFJJJCJ_04150	CDS	1458				hypothetical protein
MMFJJJCJ_04151	CDS	873	rutD_5	3.5.1.-		Putative aminoacrylate hydrolase RutD
MMFJJJCJ_04152	CDS	345				hypothetical protein
MMFJJJCJ_04153	CDS	546				hypothetical protein
MMFJJJCJ_04154	CDS	93				hypothetical protein
MMFJJJCJ_04155	CDS	1407				hypothetical protein
MMFJJJCJ_04156	CDS	594	gbpA_3		COG3397	GlcNAc-binding protein A
MMFJJJCJ_04157	CDS	744				hypothetical protein
MMFJJJCJ_04158	CDS	894				hypothetical protein
MMFJJJCJ_04159	CDS	354				hypothetical protein
MMFJJJCJ_04160	CDS	1362	ccr_3	1.3.1.86		Crotonyl-CoA reductase
MMFJJJCJ_04161	CDS	840	lgrE_2	1.1.-.-		Linear gramicidin dehydrogenase LgrE
MMFJJJCJ_04162	CDS	7578	dltA_3	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
MMFJJJCJ_04163	CDS	10371	dltA_4	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
MMFJJJCJ_04164	CDS	6480	menE_4	6.2.1.26		2-succinylbenzoate--CoA ligase
MMFJJJCJ_04165	CDS	1071	tgnB	1.14.14.-	COG2141	Flavin-dependent trigonelline monooxygenase, oxygenase component
MMFJJJCJ_04166	CDS	2070				hypothetical protein
MMFJJJCJ_04167	CDS	399				hypothetical protein
MMFJJJCJ_04168	CDS	942				hypothetical protein
MMFJJJCJ_04169	CDS	1146	rebG_1	4.3.3.5		4'-demethylrebeccamycin synthase
MMFJJJCJ_04170	CDS	804	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MMFJJJCJ_04171	CDS	345				hypothetical protein
MMFJJJCJ_04172	CDS	3861				hypothetical protein
MMFJJJCJ_04173	CDS	6528				hypothetical protein
MMFJJJCJ_04174	CDS	909				hypothetical protein
MMFJJJCJ_04175	CDS	1449				hypothetical protein
MMFJJJCJ_04176	CDS	1266		2.1.1.-	COG2230	putative fatty acid methyltransferase
MMFJJJCJ_04177	CDS	1368				hypothetical protein
MMFJJJCJ_04178	CDS	486				hypothetical protein
MMFJJJCJ_04179	CDS	777				hypothetical protein
MMFJJJCJ_04180	CDS	192				hypothetical protein
MMFJJJCJ_04181	CDS	585	pgdA	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
MMFJJJCJ_04182	CDS	369				hypothetical protein
MMFJJJCJ_04183	CDS	165				hypothetical protein
MMFJJJCJ_04184	CDS	1014				hypothetical protein
MMFJJJCJ_04185	CDS	1437		3.1.6.-	COG3119	N-acetylglucosamine-6-O-sulfatase
MMFJJJCJ_04186	CDS	534	gpt	2.4.2.22		Xanthine phosphoribosyltransferase
MMFJJJCJ_04187	CDS	1047				hypothetical protein
MMFJJJCJ_04188	CDS	2130	dinG_1	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
MMFJJJCJ_04189	CDS	1551	caeB	3.1.1.-		Carboxylesterase B
MMFJJJCJ_04190	CDS	810	kdgR_2		COG1414	Transcriptional regulator KdgR
MMFJJJCJ_04191	CDS	495				hypothetical protein
MMFJJJCJ_04192	CDS	1248	dapE_4	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
MMFJJJCJ_04193	CDS	972	rbsC_4		COG1172	Ribose import permease protein RbsC
MMFJJJCJ_04194	CDS	1203				hypothetical protein
MMFJJJCJ_04195	CDS	1512	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
MMFJJJCJ_04196	CDS	996				hypothetical protein
MMFJJJCJ_04197	CDS	1008	iolC_3	2.7.1.92		5-dehydro-2-deoxygluconokinase
MMFJJJCJ_04198	CDS	639	kdgA		COG0800	KHG/KDPG aldolase
MMFJJJCJ_04199	CDS	879				hypothetical protein
MMFJJJCJ_04200	CDS	1146	aspC_1	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
MMFJJJCJ_04201	CDS	1212	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
MMFJJJCJ_04202	CDS	2514				hypothetical protein
MMFJJJCJ_04203	CDS	786	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
MMFJJJCJ_04204	CDS	639	cymR_2			HTH-type transcriptional regulator CymR
MMFJJJCJ_04205	CDS	1011				putative protein
MMFJJJCJ_04206	CDS	1515		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
MMFJJJCJ_04207	CDS	822	hcaB_5	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
MMFJJJCJ_04208	CDS	678				hypothetical protein
MMFJJJCJ_04209	CDS	1668	ctaD_1	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
MMFJJJCJ_04210	CDS	489				hypothetical protein
MMFJJJCJ_04211	CDS	633				hypothetical protein
MMFJJJCJ_04212	CDS	1365	stp_7			Multidrug resistance protein Stp
MMFJJJCJ_04213	CDS	834			COG2375	putative protein
MMFJJJCJ_04214	CDS	789	COQ5_8	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MMFJJJCJ_04215	rRNA	110				5S ribosomal RNA
MMFJJJCJ_04216	CDS	255				hypothetical protein
MMFJJJCJ_04217	CDS	420				hypothetical protein
MMFJJJCJ_04218	CDS	1302				hypothetical protein
MMFJJJCJ_04219	CDS	1182				hypothetical protein
MMFJJJCJ_04220	CDS	654				hypothetical protein
MMFJJJCJ_04221	CDS	456				hypothetical protein
MMFJJJCJ_04222	CDS	660				hypothetical protein
MMFJJJCJ_04223	CDS	300		4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
MMFJJJCJ_04224	CDS	504				hypothetical protein
MMFJJJCJ_04225	CDS	780	gno	1.1.1.-		Gluconate 5-dehydrogenase
MMFJJJCJ_04226	CDS	153				hypothetical protein
MMFJJJCJ_04227	CDS	1875				hypothetical protein
MMFJJJCJ_04228	CDS	441				hypothetical protein
MMFJJJCJ_04229	CDS	1305				hypothetical protein
MMFJJJCJ_04230	CDS	831				hypothetical protein
MMFJJJCJ_04231	CDS	1491				hypothetical protein
MMFJJJCJ_04232	CDS	984				hypothetical protein
MMFJJJCJ_04233	CDS	468				hypothetical protein
MMFJJJCJ_04234	CDS	1365				hypothetical protein
MMFJJJCJ_04235	CDS	615	rhtC		COG1280	Threonine efflux protein
MMFJJJCJ_04236	CDS	147				hypothetical protein
MMFJJJCJ_04237	CDS	618	comR_6			HTH-type transcriptional repressor ComR
MMFJJJCJ_04238	CDS	1056				hypothetical protein
MMFJJJCJ_04239	CDS	1014	nphT7	2.3.1.194		Acetoacetyl CoA synthase NphT7
MMFJJJCJ_04240	CDS	1053				hypothetical protein
MMFJJJCJ_04241	CDS	1860				hypothetical protein
MMFJJJCJ_04242	CDS	576	yceD_4		COG2310	General stress protein 16U
MMFJJJCJ_04243	CDS	426	rutC_2	1.-.-.-		Putative aminoacrylate peracid reductase RutC
MMFJJJCJ_04244	CDS	624				hypothetical protein
MMFJJJCJ_04245	CDS	1716	lcfB_6	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MMFJJJCJ_04246	CDS	786	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
MMFJJJCJ_04247	CDS	795				hypothetical protein
MMFJJJCJ_04248	CDS	540				hypothetical protein
MMFJJJCJ_04249	CDS	255				hypothetical protein
MMFJJJCJ_04250	CDS	255				hypothetical protein
MMFJJJCJ_04251	CDS	459	lrp_3		COG1522	Leucine-responsive regulatory protein
MMFJJJCJ_04252	CDS	687				hypothetical protein
MMFJJJCJ_04253	CDS	333				hypothetical protein
MMFJJJCJ_04254	CDS	1077	bioB_2	2.8.1.6		Biotin synthase
MMFJJJCJ_04255	CDS	168				hypothetical protein
MMFJJJCJ_04256	CDS	417				hypothetical protein
MMFJJJCJ_04257	CDS	147				hypothetical protein
MMFJJJCJ_04258	CDS	291				hypothetical protein
MMFJJJCJ_04259	CDS	774	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
MMFJJJCJ_04260	CDS	1785				hypothetical protein
MMFJJJCJ_04261	CDS	870				hypothetical protein
MMFJJJCJ_04262	CDS	321				hypothetical protein
MMFJJJCJ_04263	CDS	930				hypothetical protein
MMFJJJCJ_04264	CDS	441				hypothetical protein
MMFJJJCJ_04265	CDS	600				hypothetical protein
MMFJJJCJ_04266	CDS	1344	rebG_2	4.3.3.5		4'-demethylrebeccamycin synthase
MMFJJJCJ_04267	CDS	252				hypothetical protein
MMFJJJCJ_04268	CDS	384				hypothetical protein
MMFJJJCJ_04269	CDS	924	sigJ_7			ECF RNA polymerase sigma factor SigJ
MMFJJJCJ_04270	CDS	945	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
MMFJJJCJ_04271	CDS	1665	cotA		COG2132	Spore coat protein A
MMFJJJCJ_04272	CDS	483				hypothetical protein
MMFJJJCJ_04273	CDS	942	gltC_4			HTH-type transcriptional regulator GltC
MMFJJJCJ_04274	CDS	558				hypothetical protein
MMFJJJCJ_04275	CDS	939	sigG_1		COG1595	ECF RNA polymerase sigma factor SigG
MMFJJJCJ_04276	CDS	624	yigZ		COG1739	IMPACT family member YigZ
MMFJJJCJ_04277	CDS	555				hypothetical protein
MMFJJJCJ_04278	CDS	882	eamA		COG0697	putative amino-acid metabolite efflux pump
MMFJJJCJ_04279	CDS	705				hypothetical protein
MMFJJJCJ_04280	CDS	327				hypothetical protein
MMFJJJCJ_04281	CDS	813	ogt_2	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
MMFJJJCJ_04282	CDS	681				hypothetical protein
MMFJJJCJ_04283	CDS	666	degU_6		COG2197	Transcriptional regulatory protein DegU
MMFJJJCJ_04284	CDS	1266				hypothetical protein
MMFJJJCJ_04285	CDS	1056				hypothetical protein
MMFJJJCJ_04286	CDS	1041				hypothetical protein
MMFJJJCJ_04287	CDS	1110				hypothetical protein
MMFJJJCJ_04288	CDS	1080				hypothetical protein
MMFJJJCJ_04289	CDS	855	mlaE_1		COG0767	Intermembrane phospholipid transport system permease protein MlaE
MMFJJJCJ_04290	CDS	804	mlaE_2		COG0767	Intermembrane phospholipid transport system permease protein MlaE
MMFJJJCJ_04291	CDS	513				hypothetical protein
MMFJJJCJ_04292	CDS	696				hypothetical protein
MMFJJJCJ_04293	CDS	588	betI_11			HTH-type transcriptional regulator BetI
MMFJJJCJ_04294	CDS	648				hypothetical protein
MMFJJJCJ_04295	CDS	966				hypothetical protein
MMFJJJCJ_04296	CDS	822				hypothetical protein
MMFJJJCJ_04297	CDS	807	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MMFJJJCJ_04298	CDS	1029	mmcR	2.1.1.316		Mitomycin biosynthesis 6-O-methyltransferase
MMFJJJCJ_04299	CDS	1464		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
MMFJJJCJ_04300	CDS	576	betI_12			HTH-type transcriptional regulator BetI
MMFJJJCJ_04301	CDS	1641	phoD_5	3.1.3.1	COG3540	Alkaline phosphatase D
MMFJJJCJ_04302	CDS	654	tetR_5			Tetracycline repressor protein class H
MMFJJJCJ_04303	CDS	1113				hypothetical protein
MMFJJJCJ_04304	CDS	711				hypothetical protein
MMFJJJCJ_04305	CDS	750				hypothetical protein
MMFJJJCJ_04306	CDS	1572	ligB	6.5.1.1	COG1793	DNA ligase B
MMFJJJCJ_04307	CDS	852				hypothetical protein
MMFJJJCJ_04308	CDS	1098	sbnA_1	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
MMFJJJCJ_04309	CDS	1296	rip1_2	3.4.24.-		Zinc metalloprotease Rip1
MMFJJJCJ_04310	CDS	828	nanR			HTH-type transcriptional repressor NanR
MMFJJJCJ_04311	CDS	1557				hypothetical protein
MMFJJJCJ_04312	CDS	1350	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
MMFJJJCJ_04313	CDS	1371	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
MMFJJJCJ_04314	CDS	765	bacC_5	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MMFJJJCJ_04315	CDS	1131	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
MMFJJJCJ_04316	CDS	402	gcvH		COG0509	Glycine cleavage system H protein
MMFJJJCJ_04317	CDS	1257	glyA1	2.1.2.1	COG0112	Serine hydroxymethyltransferase 1
MMFJJJCJ_04318	CDS	1374	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
MMFJJJCJ_04319	CDS	210				hypothetical protein
MMFJJJCJ_04320	CDS	384	doc		COG3654	Toxin Doc
MMFJJJCJ_04321	CDS	1050	chiD	3.2.1.14		Chitinase D
MMFJJJCJ_04322	CDS	444			COG1733	putative HTH-type transcriptional regulator
MMFJJJCJ_04323	CDS	387	fadA_2	2.3.1.-	COG0183	Putative acyltransferase
MMFJJJCJ_04324	CDS	819				hypothetical protein
MMFJJJCJ_04325	CDS	561				hypothetical protein
MMFJJJCJ_04326	CDS	600				hypothetical protein
MMFJJJCJ_04327	CDS	324				hypothetical protein
MMFJJJCJ_04328	CDS	192				hypothetical protein
MMFJJJCJ_04329	CDS	330				hypothetical protein
MMFJJJCJ_04330	CDS	579				hypothetical protein
MMFJJJCJ_04331	CDS	177				hypothetical protein
MMFJJJCJ_04332	CDS	1353	dctA2		COG1301	C4-dicarboxylate transport protein 2
MMFJJJCJ_04333	CDS	594				hypothetical protein
MMFJJJCJ_04334	CDS	579				hypothetical protein
MMFJJJCJ_04335	CDS	849	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
MMFJJJCJ_04336	CDS	237				hypothetical protein
MMFJJJCJ_04337	CDS	1167				hypothetical protein
MMFJJJCJ_04338	CDS	957				hypothetical protein
MMFJJJCJ_04339	CDS	1206				hypothetical protein
MMFJJJCJ_04340	CDS	669				hypothetical protein
MMFJJJCJ_04341	CDS	1197	RBKS_2	2.7.1.15		Ribokinase
